Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,0.2750000059604645,0.2849999964237213,0.2750000059604645,0.2849999964237213,0.2849999964237213,337220
2020-01-03,0.2849999964237213,0.29499998688697815,0.2800000011920929,0.2800000011920929,0.2800000011920929,806981
2020-01-06,0.2800000011920929,0.2849999964237213,0.27000001072883606,0.2800000011920929,0.2800000011920929,494082
2020-01-07,0.2800000011920929,0.2800000011920929,0.27000001072883606,0.2750000059604645,0.2750000059604645,549657
2020-01-08,0.2800000011920929,0.2800000011920929,0.26499998569488525,0.27000001072883606,0.27000001072883606,691002
2020-01-09,0.27000001072883606,0.2750000059604645,0.26499998569488525,0.27000001072883606,0.27000001072883606,179078
2020-01-10,0.27000001072883606,0.2800000011920929,0.26499998569488525,0.27000001072883606,0.27000001072883606,436220
2020-01-13,0.25999999046325684,0.26499998569488525,0.25999999046325684,0.25999999046325684,0.25999999046325684,488371
2020-01-14,0.27000001072883606,0.2750000059604645,0.25999999046325684,0.26249998807907104,0.26249998807907104,743124
2020-01-15,0.26499998569488525,0.27000001072883606,0.25999999046325684,0.26499998569488525,0.26499998569488525,830356
2020-01-16,0.28999999165534973,0.29499998688697815,0.2800000011920929,0.2800000011920929,0.2800000011920929,3110352
2020-01-17,0.2750000059604645,0.2750000059604645,0.25999999046325684,0.26499998569488525,0.26499998569488525,2236003
2020-01-20,0.27000001072883606,0.27000001072883606,0.25,0.2549999952316284,0.2549999952316284,2541772
2020-01-21,0.25,0.2574999928474426,0.24500000476837158,0.25,0.25,767944
2020-01-22,0.25,0.25999999046325684,0.24500000476837158,0.25999999046325684,0.25999999046325684,1184961
2020-01-23,0.26499998569488525,0.2750000059604645,0.25999999046325684,0.26750001311302185,0.26750001311302185,609550
2020-01-24,0.26499998569488525,0.27000001072883606,0.2574999928474426,0.25999999046325684,0.25999999046325684,966195
2020-01-28,0.25,0.25999999046325684,0.25,0.2549999952316284,0.2549999952316284,846295
2020-01-29,0.2549999952316284,0.2549999952316284,0.24500000476837158,0.25,0.25,1380553
2020-01-30,0.2549999952316284,0.25999999046325684,0.24500000476837158,0.25,0.25,1522774
2020-01-31,0.24500000476837158,0.25,0.23999999463558197,0.2475000023841858,0.2475000023841858,855715
2020-02-03,0.24500000476837158,0.25,0.23999999463558197,0.24250000715255737,0.24250000715255737,1946892
2020-02-04,0.25,0.26499998569488525,0.2475000023841858,0.25,0.25,1811049
2020-02-05,0.2549999952316284,0.30000001192092896,0.2549999952316284,0.29499998688697815,0.29499998688697815,3299449
2020-02-06,0.3149999976158142,0.33500000834465027,0.3149999976158142,0.32499998807907104,0.32499998807907104,3303660
2020-02-07,0.33000001311302185,0.3449999988079071,0.32499998807907104,0.3375000059604645,0.3375000059604645,5670763
2020-02-10,0.3449999988079071,0.375,0.3400000035762787,0.36250001192092896,0.36250001192092896,3863417
2020-02-11,0.3799999952316284,0.3799999952316284,0.3499999940395355,0.35499998927116394,0.35499998927116394,3529826
2020-02-12,0.3499999940395355,0.3499999940395355,0.3199999928474426,0.33500000834465027,0.33500000834465027,2875538
2020-02-13,0.3400000035762787,0.35499998927116394,0.33500000834465027,0.3400000035762787,0.3400000035762787,726479
2020-02-14,0.33500000834465027,0.3449999988079071,0.33000001311302185,0.3400000035762787,0.3400000035762787,1136117
2020-02-17,0.3400000035762787,0.3425000011920929,0.33500000834465027,0.33500000834465027,0.33500000834465027,653275
2020-02-18,0.33500000834465027,0.33500000834465027,0.3199999928474426,0.32499998807907104,0.32499998807907104,620846
2020-02-19,0.3199999928474426,0.3199999928474426,0.3050000071525574,0.3050000071525574,0.3050000071525574,1393780
2020-02-20,0.3050000071525574,0.3149999976158142,0.3050000071525574,0.3100000023841858,0.3100000023841858,610552
2020-02-21,0.3149999976158142,0.32499998807907104,0.3100000023841858,0.3199999928474426,0.3199999928474426,755760
2020-02-24,0.3100000023841858,0.3149999976158142,0.29499998688697815,0.29750001430511475,0.29750001430511475,1766420
2020-02-25,0.25999999046325684,0.28999999165534973,0.25,0.27000001072883606,0.27000001072883606,2199659
2020-02-26,0.25999999046325684,0.27000001072883606,0.24500000476837158,0.2475000023841858,0.2475000023841858,2404816
2020-02-27,0.2549999952316284,0.2750000059604645,0.25,0.25999999046325684,0.25999999046325684,1779780
2020-02-28,0.25,0.2549999952316284,0.23499999940395355,0.23999999463558197,0.23999999463558197,1987436
2020-03-02,0.23499999940395355,0.27000001072883606,0.23000000417232513,0.26499998569488525,0.26499998569488525,1259845
2020-03-03,0.2800000011920929,0.2800000011920929,0.25,0.2549999952316284,0.2549999952316284,1380058
2020-03-04,0.25,0.25999999046325684,0.24500000476837158,0.25,0.25,434329
2020-03-05,0.25999999046325684,0.25999999046325684,0.24500000476837158,0.25,0.25,806475
2020-03-06,0.24500000476837158,0.24500000476837158,0.23499999940395355,0.23499999940395355,0.23499999940395355,493583
2020-03-09,0.23000000417232513,0.23000000417232513,0.18000000715255737,0.1899999976158142,0.1899999976158142,2939881
2020-03-10,0.1599999964237213,0.2150000035762787,0.1550000011920929,0.20000000298023224,0.20000000298023224,987583
2020-03-11,0.2150000035762787,0.2150000035762787,0.19499999284744263,0.20000000298023224,0.20000000298023224,1182912
2020-03-12,0.1899999976158142,0.19499999284744263,0.16500000655651093,0.17499999701976776,0.17499999701976776,1634989
2020-03-13,0.15000000596046448,0.16500000655651093,0.14499999582767487,0.1550000011920929,0.1550000011920929,4873324
2020-03-16,0.15000000596046448,0.15000000596046448,0.13500000536441803,0.13500000536441803,0.13500000536441803,3782683
2020-03-17,0.13500000536441803,0.14499999582767487,0.11999999731779099,0.13500000536441803,0.13500000536441803,3195879
2020-03-18,0.13500000536441803,0.13500000536441803,0.10999999940395355,0.11500000208616257,0.11500000208616257,3625995
2020-03-19,0.11999999731779099,0.14000000059604645,0.10499999672174454,0.11500000208616257,0.11500000208616257,6552879
2020-03-20,0.11999999731779099,0.14000000059604645,0.11500000208616257,0.13500000536441803,0.13500000536441803,2761823
2020-03-23,0.12250000238418579,0.14000000059604645,0.11500000208616257,0.12999999523162842,0.12999999523162842,1402362
2020-03-24,0.13500000536441803,0.14499999582767487,0.12999999523162842,0.12999999523162842,0.12999999523162842,1092480
2020-03-25,0.15000000596046448,0.1550000011920929,0.125,0.13500000536441803,0.13500000536441803,1065497
2020-03-26,0.14499999582767487,0.16500000655651093,0.14499999582767487,0.15000000596046448,0.15000000596046448,2389823
2020-03-27,0.1599999964237213,0.17000000178813934,0.14000000059604645,0.14000000059604645,0.14000000059604645,1782388
2020-03-30,0.14000000059604645,0.15000000596046448,0.14000000059604645,0.15000000596046448,0.15000000596046448,697608
2020-03-31,0.1550000011920929,0.17000000178813934,0.15000000596046448,0.1525000035762787,0.1525000035762787,2009578
2020-04-01,0.1599999964237213,0.17000000178813934,0.1550000011920929,0.1574999988079071,0.1574999988079071,1354525
2020-04-02,0.1550000011920929,0.17499999701976776,0.15000000596046448,0.17000000178813934,0.17000000178813934,981654
2020-04-03,0.18000000715255737,0.1899999976158142,0.16500000655651093,0.17000000178813934,0.17000000178813934,704053
2020-04-06,0.17499999701976776,0.18000000715255737,0.17000000178813934,0.18000000715255737,0.18000000715255737,840193
2020-04-07,0.1899999976158142,0.20499999821186066,0.1899999976158142,0.19499999284744263,0.19499999284744263,1109325
2020-04-08,0.19499999284744263,0.20000000298023224,0.19249999523162842,0.19499999284744263,0.19499999284744263,555704
2020-04-09,0.20000000298023224,0.2150000035762787,0.20000000298023224,0.20499999821186066,0.20499999821186066,1048958
2020-04-14,0.22499999403953552,0.25,0.2199999988079071,0.23999999463558197,0.23999999463558197,3853883
2020-04-15,0.2549999952316284,0.2750000059604645,0.24500000476837158,0.24500000476837158,0.24500000476837158,3296626
2020-04-16,0.23999999463558197,0.23999999463558197,0.2150000035762787,0.22499999403953552,0.22499999403953552,1892393
2020-04-17,0.22499999403953552,0.23499999940395355,0.2199999988079071,0.23000000417232513,0.23000000417232513,1283995
